dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,accounting,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,popOfBeneficiaryCategory,beneficiaryType,shareOfPop,link,infoText,saroAllotment
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,147637840,5467000,0,0,153104840,,,258,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,407680,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,253806110,2377029538,21538650,0,2652374298,,,259,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,446030,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,82706476,962351241.1,4222050,0,1049279767,,,260,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,108000,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,324956536.3,2612400000,0,0,2937356536,,,261,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,4484195.94,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,25832705.57,1067868249,0,13455890,1107156845,,,262,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,64114155.5,0,0,0,64114155.5,,,263,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,3151569.24,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,255709557.7,1959216966,0,0,2214926524,,,264,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1462092.5,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,174516941,0,0,0,174516941,,,265,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,6572500,0,6/8/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,1332000,0,0,0,1332000,,,266,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,264117730.4,44970908926,136824328.8,0,45371850985,,,267,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,555588,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,267976801.3,1058896724,2198502,53936682,1383008709,,,268,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2034179.14,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,89306224.5,3410842192,17793600,0,3517942017,,,269,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1791248.1,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,65752815,746412891,0,0,812165706,,,270,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1053450,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,641543440.2,7969111764,2192460000,0,10803115206,,,271,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,-3073200,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,127575196.6,3972931222,22346508.18,125590155.4,4248443081,,,272,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,88205452.2,2506050009,0,0,2594255461,,,273,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,134208858.8,4961799169,0,0,5096008027,,,274,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1867737.5,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,127944480,4686000,0,0,132630480,,,275,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,217557494.3,2040520299,18461700,0,2276539494,,,276,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2350,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,72984408,846184004.4,3618900,0,922787312.4,,,277,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,318000,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,298665348.2,2239200000,0,0,2537865348,,,278,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2716654.82,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,22142319.06,915315642.6,0,11533620,948991581.6,,,279,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,6/15/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
